               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.025708,           0.0074394,           0.0032389,             0.99608,                   1,               0.995,             0.80452,            0.020943,           0.0041249,           0.0031455,           0.0069904,           0.0069904,           0.0069904
                 154,            0.032052,           0.0066351,           0.0048442,             0.99522,                   1,               0.995,              0.7816,            0.019629,           0.0040421,           0.0030729,           0.0069706,           0.0069706,           0.0069706
                 155,            0.026385,           0.0095223,           0.0035644,             0.99549,                   1,               0.995,             0.82093,            0.023785,           0.0042195,           0.0029962,           0.0069508,           0.0069508,           0.0069508
                 156,            0.028164,           0.0085854,           0.0033756,             0.99507,                   1,               0.995,             0.78358,             0.01703,           0.0038711,           0.0029724,            0.006931,            0.006931,            0.006931
                 157,            0.025103,           0.0081508,           0.0035477,             0.99419,                   1,               0.995,             0.80747,            0.024147,           0.0042128,           0.0029134,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031161,           0.0090903,           0.0040087,             0.99387,                   1,               0.995,             0.75784,            0.022215,           0.0039598,            0.002867,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024903,           0.0070878,           0.0037473,             0.99578,                   1,               0.995,             0.76593,            0.019679,           0.0040068,           0.0028892,           0.0068716,           0.0068716,           0.0068716
                 160,            0.029011,           0.0097064,           0.0037333,             0.99527,                   1,               0.995,              0.7811,            0.020206,             0.00383,           0.0028361,           0.0068518,           0.0068518,           0.0068518
                 161,            0.027373,           0.0073971,           0.0031564,              0.9955,                   1,               0.995,             0.77282,            0.016999,           0.0038615,           0.0028609,            0.006832,            0.006832,            0.006832
                 162,            0.026851,           0.0070993,           0.0031611,             0.99481,                   1,               0.995,             0.78445,            0.022294,           0.0039896,           0.0027947,           0.0068122,           0.0068122,           0.0068122
                 163,            0.024918,           0.0069855,           0.0037835,             0.99575,                   1,               0.995,             0.79771,            0.018892,           0.0038673,           0.0028343,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026554,           0.0078862,           0.0031803,             0.99528,                   1,               0.995,             0.71777,            0.021678,            0.003917,           0.0028184,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026738,           0.0088175,           0.0032722,             0.99523,                   1,               0.995,             0.79305,            0.019556,           0.0038555,           0.0028368,           0.0067528,           0.0067528,           0.0067528
                 166,            0.027522,            0.008741,           0.0032663,             0.99562,                   1,               0.995,             0.80462,             0.02009,           0.0038432,           0.0028172,            0.006733,            0.006733,            0.006733
                 167,             0.02566,           0.0082114,           0.0033483,             0.99594,                   1,               0.995,             0.74404,            0.019342,           0.0037315,           0.0028472,           0.0067132,           0.0067132,           0.0067132
                 168,            0.032145,           0.0070148,           0.0033079,             0.99595,                   1,               0.995,             0.73722,            0.020179,           0.0037144,           0.0028076,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026543,           0.0090561,           0.0037767,             0.99681,                   1,               0.995,             0.78031,            0.019707,           0.0036582,           0.0028332,           0.0066736,           0.0066736,           0.0066736
                 170,            0.026813,           0.0070342,           0.0031609,             0.99677,                   1,               0.995,             0.76675,            0.019331,           0.0035388,           0.0028146,           0.0066538,           0.0066538,           0.0066538
                 171,            0.028487,           0.0081899,           0.0033173,             0.99732,                   1,               0.995,             0.67357,            0.022716,           0.0038949,           0.0028732,            0.006634,            0.006634,            0.006634
                 172,            0.026781,           0.0087203,           0.0034279,             0.99725,                   1,               0.995,             0.80334,            0.018409,           0.0035942,            0.002882,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023692,           0.0066237,           0.0032648,             0.99753,                   1,               0.995,             0.80094,            0.019928,           0.0037432,           0.0028988,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025367,           0.0092997,           0.0032799,             0.99721,                   1,               0.995,             0.74411,            0.019381,           0.0035517,           0.0028746,           0.0065746,           0.0065746,           0.0065746
                 175,             0.02705,           0.0079832,           0.0032396,             0.97875,                   1,               0.995,             0.72259,            0.020659,           0.0038095,           0.0029364,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026226,           0.0077969,           0.0033461,             0.99716,                   1,               0.995,             0.82752,            0.015018,           0.0034856,           0.0029323,            0.006535,            0.006535,            0.006535
                 177,            0.025237,           0.0076014,            0.003513,             0.99637,                   1,               0.995,             0.78361,            0.018917,           0.0037208,           0.0029183,           0.0065152,           0.0065152,           0.0065152
                 178,             0.02642,           0.0081532,           0.0033876,             0.99443,                   1,               0.995,             0.74201,            0.018223,           0.0035783,           0.0029082,           0.0064954,           0.0064954,           0.0064954
                 179,            0.024211,            0.009092,           0.0032899,             0.99602,                   1,               0.995,              0.7697,            0.024056,           0.0036371,           0.0029054,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029581,           0.0090543,           0.0035251,             0.99669,                   1,               0.995,              0.8208,            0.016131,           0.0035134,           0.0029196,           0.0064558,           0.0064558,           0.0064558
                 181,            0.025062,           0.0075401,           0.0033508,              0.9966,                   1,               0.995,             0.77555,            0.021088,           0.0037639,           0.0029078,            0.006436,            0.006436,            0.006436
                 182,            0.027873,           0.0077913,           0.0033013,             0.99674,                   1,               0.995,             0.83963,            0.015435,           0.0034619,           0.0029029,           0.0064162,           0.0064162,           0.0064162
                 183,            0.024043,           0.0082036,           0.0032973,             0.84634,             0.99859,             0.98233,             0.75496,            0.020859,           0.0037239,           0.0028628,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027662,           0.0069092,           0.0030475,             0.99713,                   1,               0.995,             0.79322,            0.018713,           0.0036024,           0.0028801,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024037,           0.0076016,           0.0030467,              0.9975,                   1,               0.995,             0.80076,            0.017048,           0.0035547,           0.0028791,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025295,           0.0065146,           0.0032001,             0.99674,                   1,               0.995,             0.78879,            0.017841,           0.0035275,           0.0028777,            0.006337,            0.006337,            0.006337
                 187,            0.022257,           0.0081054,           0.0037942,             0.99649,                   1,               0.995,             0.77853,            0.020037,           0.0036282,           0.0028112,           0.0063172,           0.0063172,           0.0063172
                 188,            0.024194,           0.0076948,           0.0031781,             0.99562,                   1,               0.995,             0.78935,            0.019133,           0.0035303,           0.0027844,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021661,           0.0068137,           0.0030885,             0.99614,                   1,               0.995,              0.7725,            0.017673,           0.0036218,           0.0027992,           0.0062776,           0.0062776,           0.0062776
                 190,            0.025712,           0.0074526,            0.003294,             0.99522,                   1,               0.995,             0.74551,            0.018408,           0.0035107,           0.0027492,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02279,           0.0072774,           0.0032649,             0.99592,                   1,               0.995,             0.79138,            0.019617,           0.0037404,           0.0027554,            0.006238,            0.006238,            0.006238
                 192,             0.02526,           0.0075953,           0.0032168,             0.99571,                   1,               0.995,             0.81996,            0.016166,           0.0034469,           0.0027656,           0.0062182,           0.0062182,           0.0062182
                 193,             0.02095,           0.0065352,           0.0030196,             0.99685,                   1,               0.995,             0.77626,            0.020301,           0.0038657,           0.0027657,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024728,           0.0088451,           0.0032745,             0.99743,                   1,               0.995,             0.80962,            0.016627,           0.0036228,           0.0027895,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022836,           0.0062889,           0.0030356,             0.99738,                   1,               0.995,             0.83906,            0.017213,           0.0035807,           0.0027816,           0.0061588,           0.0061588,           0.0061588
                 196,            0.023917,           0.0070464,           0.0030613,             0.99746,                   1,               0.995,             0.78354,            0.017652,            0.003671,           0.0027505,            0.006139,            0.006139,            0.006139
                 197,            0.023722,           0.0061353,           0.0029666,             0.99688,                   1,               0.995,             0.80845,            0.018545,           0.0036799,           0.0028371,           0.0061192,           0.0061192,           0.0061192
                 198,            0.021032,           0.0072688,            0.003205,             0.99363,                   1,               0.995,             0.82905,            0.018274,           0.0037482,           0.0028496,           0.0060994,           0.0060994,           0.0060994
                 199,            0.026272,           0.0066488,           0.0030732,             0.99715,                   1,               0.995,             0.77834,            0.017507,           0.0036259,           0.0028572,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022444,           0.0059519,           0.0052335,             0.97826,                   1,               0.995,              0.8076,            0.017272,           0.0035788,           0.0027325,           0.0060598,           0.0060598,           0.0060598
                 201,            0.022097,           0.0060444,           0.0028376,             0.99734,                   1,               0.995,             0.74488,            0.018562,           0.0037668,           0.0027726,             0.00604,             0.00604,             0.00604
                 202,            0.024681,           0.0064568,           0.0027606,             0.99712,                   1,               0.995,             0.79853,            0.017473,           0.0035053,           0.0027304,           0.0060202,           0.0060202,           0.0060202
                 203,            0.019795,           0.0067488,           0.0028324,             0.99667,                   1,               0.995,             0.79739,            0.018789,           0.0035985,           0.0026739,           0.0060004,           0.0060004,           0.0060004
                 204,            0.025369,           0.0083793,           0.0031727,             0.99672,                   1,               0.995,             0.81163,            0.017297,           0.0034752,           0.0026962,           0.0059806,           0.0059806,           0.0059806
                 205,             0.02279,           0.0064286,           0.0029361,             0.99709,                   1,               0.995,             0.73939,             0.01844,           0.0036221,           0.0026817,           0.0059608,           0.0059608,           0.0059608
                 206,            0.024892,           0.0071886,           0.0030888,             0.99655,                   1,               0.995,             0.84011,            0.017479,           0.0035012,           0.0026977,            0.005941,            0.005941,            0.005941
                 207,            0.027108,           0.0068617,            0.003209,             0.97767,                   1,               0.995,             0.77808,            0.020006,           0.0035893,           0.0026921,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021888,           0.0058395,           0.0027407,             0.97809,                   1,               0.995,             0.79126,            0.017451,           0.0035254,           0.0026968,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023621,           0.0071288,           0.0029358,             0.99617,                   1,               0.995,             0.77769,            0.017536,           0.0033738,            0.002721,           0.0058816,           0.0058816,           0.0058816
                 210,             0.02485,           0.0091429,           0.0032252,             0.99631,                   1,               0.995,             0.78281,            0.018279,           0.0035623,           0.0026968,           0.0058618,           0.0058618,           0.0058618
                 211,             0.02263,           0.0059759,           0.0029195,             0.99635,                   1,               0.995,             0.82967,            0.015915,           0.0033716,           0.0026919,            0.005842,            0.005842,            0.005842
                 212,            0.023464,           0.0067313,           0.0030253,             0.99633,                   1,               0.995,             0.80265,            0.016932,            0.003494,           0.0026604,           0.0058222,           0.0058222,           0.0058222
                 213,            0.023368,            0.007393,           0.0029965,             0.99667,                   1,               0.995,             0.82441,            0.018253,            0.003555,           0.0026954,           0.0058024,           0.0058024,           0.0058024
                 214,            0.025021,           0.0077942,           0.0030358,             0.99655,                   1,               0.995,             0.82706,             0.01518,           0.0034952,           0.0026806,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022394,           0.0058381,           0.0030517,             0.99773,                   1,               0.995,             0.76637,            0.020502,           0.0037787,           0.0026831,           0.0057628,           0.0057628,           0.0057628
                 216,            0.024433,           0.0094184,           0.0029846,             0.99775,                   1,               0.995,             0.84604,            0.015995,           0.0035512,           0.0026819,            0.005743,            0.005743,            0.005743
                 217,            0.023569,           0.0081192,           0.0029869,             0.99768,                   1,               0.995,              0.8328,            0.017405,           0.0035969,           0.0027062,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024817,           0.0083326,           0.0031031,             0.99762,                   1,               0.995,             0.81317,            0.015334,            0.003464,           0.0026335,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021315,           0.0077612,           0.0028892,             0.99763,                   1,               0.995,             0.78926,            0.021774,           0.0036812,            0.002672,           0.0056836,           0.0056836,           0.0056836
                 220,            0.025466,            0.008525,           0.0029971,             0.99771,                   1,               0.995,             0.84889,              0.0147,           0.0034169,           0.0026425,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024303,           0.0075882,           0.0027145,             0.99719,                   1,               0.995,             0.75515,             0.02006,           0.0036547,           0.0026516,            0.005644,            0.005644,            0.005644
                 222,            0.023703,           0.0064981,           0.0028245,             0.99691,                   1,               0.995,             0.84724,            0.016931,           0.0035981,           0.0026025,           0.0056242,           0.0056242,           0.0056242
                 223,            0.019847,           0.0067298,           0.0027591,             0.99678,                   1,               0.995,             0.79834,            0.018835,            0.003472,           0.0025812,           0.0056044,           0.0056044,           0.0056044
                 224,              0.0241,           0.0080814,           0.0027323,             0.99696,                   1,               0.995,             0.80073,            0.014438,            0.003371,           0.0025328,           0.0055846,           0.0055846,           0.0055846
                 225,            0.022768,           0.0061057,           0.0028224,             0.99736,                   1,               0.995,             0.82946,            0.018059,           0.0034645,           0.0025284,           0.0055648,           0.0055648,           0.0055648
                 226,            0.025625,           0.0064138,           0.0026165,             0.99734,                   1,               0.995,             0.76098,            0.018587,           0.0035619,           0.0024875,            0.005545,            0.005545,            0.005545
                 227,            0.026523,           0.0079307,           0.0028313,             0.99765,                   1,               0.995,             0.83333,            0.016572,           0.0034508,           0.0025339,           0.0055252,           0.0055252,           0.0055252
                 228,            0.023572,           0.0077133,           0.0029829,             0.99714,                   1,               0.995,             0.82624,            0.015546,           0.0034072,            0.002545,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020248,           0.0069555,           0.0027683,             0.99692,                   1,               0.995,             0.74228,            0.019295,           0.0036766,           0.0025684,           0.0054856,           0.0054856,           0.0054856
                 230,            0.025322,           0.0085362,           0.0028289,             0.99731,                   1,               0.995,             0.82448,            0.015875,           0.0035066,           0.0025741,           0.0054658,           0.0054658,           0.0054658
                 231,            0.022203,           0.0084076,           0.0029937,             0.99757,                   1,               0.995,             0.78022,            0.015391,           0.0034047,           0.0025586,            0.005446,            0.005446,            0.005446
                 232,            0.026823,           0.0071602,           0.0032694,             0.99747,                   1,               0.995,             0.83418,            0.016298,           0.0033594,           0.0025109,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02002,           0.0072067,           0.0025861,             0.99764,                   1,               0.995,             0.85006,            0.015692,           0.0034154,            0.002492,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022315,           0.0064719,           0.0026545,             0.99755,                   1,               0.995,             0.83689,            0.016823,           0.0035308,           0.0024491,           0.0053866,           0.0053866,           0.0053866
                 235,            0.023589,           0.0080006,           0.0029419,             0.99754,                   1,               0.995,             0.82224,            0.014742,           0.0034995,           0.0024526,           0.0053668,           0.0053668,           0.0053668
                 236,             0.02226,           0.0094426,           0.0027346,              0.9974,                   1,               0.995,              0.8336,             0.01634,           0.0035545,           0.0024007,            0.005347,            0.005347,            0.005347
                 237,            0.022639,           0.0074669,           0.0026981,             0.99694,                   1,               0.995,              0.8058,            0.016669,           0.0034893,           0.0023803,           0.0053272,           0.0053272,           0.0053272
                 238,            0.023425,           0.0079904,           0.0026271,             0.99714,                   1,               0.995,             0.86956,            0.014309,           0.0033731,           0.0023524,           0.0053074,           0.0053074,           0.0053074
                 239,             0.02306,           0.0076972,           0.0026829,             0.99704,                   1,               0.995,             0.76661,            0.016386,           0.0034076,            0.002336,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023739,           0.0081216,           0.0028142,              0.9972,                   1,               0.995,             0.83105,            0.016389,           0.0035345,           0.0023136,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020204,           0.0056086,           0.0025359,             0.99701,                   1,               0.995,             0.79553,            0.016421,           0.0034525,           0.0023471,            0.005248,            0.005248,            0.005248
                 242,            0.022908,           0.0077622,           0.0026445,             0.99723,                   1,               0.995,             0.83963,            0.015912,           0.0033637,           0.0023428,           0.0052282,           0.0052282,           0.0052282
                 243,            0.021694,           0.0061722,           0.0026063,             0.99716,                   1,               0.995,             0.80557,            0.016405,           0.0033294,           0.0023531,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024009,           0.0093688,           0.0026143,             0.99741,                   1,               0.995,             0.84299,            0.015252,           0.0033574,           0.0023449,           0.0051886,           0.0051886,           0.0051886
                 245,            0.022081,            0.007162,           0.0028301,             0.99756,                   1,               0.995,             0.80725,            0.014122,           0.0032261,           0.0023605,           0.0051688,           0.0051688,           0.0051688
                 246,            0.017673,            0.005298,           0.0024556,             0.99726,                   1,               0.995,             0.82366,            0.018743,           0.0034941,            0.002321,            0.005149,            0.005149,            0.005149
                 247,            0.023878,           0.0078302,           0.0025967,             0.99676,                   1,               0.995,             0.86233,            0.012485,           0.0031389,           0.0023266,           0.0051292,           0.0051292,           0.0051292
                 248,            0.021199,           0.0066058,           0.0025481,             0.99656,                   1,               0.995,             0.82576,            0.019708,           0.0034212,           0.0023286,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02289,            0.009771,           0.0026116,             0.99681,                   1,               0.995,             0.80559,            0.015053,           0.0032852,           0.0023597,           0.0050896,           0.0050896,           0.0050896
                 250,            0.020126,           0.0056408,           0.0024771,              0.9968,                   1,               0.995,             0.84215,            0.017655,           0.0033083,           0.0023526,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020224,           0.0060501,           0.0024772,             0.99717,                   1,               0.995,             0.82891,            0.014706,           0.0032917,           0.0023693,             0.00505,             0.00505,             0.00505
                 252,             0.02296,           0.0072167,           0.0025958,             0.99705,                   1,               0.995,             0.80112,            0.016355,           0.0033445,           0.0024019,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020578,           0.0076163,           0.0026818,             0.99708,                   1,               0.995,             0.85691,            0.014135,           0.0033074,           0.0023975,           0.0050104,           0.0050104,           0.0050104
                 254,            0.022155,           0.0067136,           0.0025143,             0.99733,                   1,               0.995,             0.77044,            0.019051,           0.0034902,           0.0024391,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023066,           0.0091576,           0.0027069,             0.99719,                   1,               0.995,             0.84284,            0.013014,           0.0031662,           0.0024264,           0.0049708,           0.0049708,           0.0049708
                 256,            0.018468,           0.0065183,           0.0024432,             0.99763,                   1,               0.995,             0.86163,            0.014885,           0.0032605,           0.0024148,            0.004951,            0.004951,            0.004951
                 257,            0.020011,           0.0072279,           0.0025218,             0.99763,                   1,               0.995,             0.75794,            0.017241,           0.0034713,           0.0023727,           0.0049312,           0.0049312,           0.0049312
                 258,             0.02328,           0.0075437,           0.0025195,             0.99756,                   1,               0.995,             0.85034,            0.013757,            0.003125,           0.0023772,           0.0049114,           0.0049114,           0.0049114
                 259,             0.01833,           0.0059169,            0.002606,             0.99742,                   1,               0.995,             0.78502,            0.018532,           0.0035155,            0.002319,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025001,            0.009539,           0.0026537,             0.99734,                   1,               0.995,             0.85661,            0.014162,           0.0031857,           0.0023296,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019617,           0.0061092,           0.0025934,             0.99716,                   1,               0.995,              0.8292,            0.015674,           0.0032159,           0.0022953,            0.004852,            0.004852,            0.004852
                 262,            0.020193,           0.0053832,           0.0023016,             0.99731,                   1,               0.995,             0.83371,            0.016715,           0.0033658,           0.0022842,           0.0048322,           0.0048322,           0.0048322
                 263,            0.021176,           0.0059595,           0.0024984,             0.99677,                   1,               0.995,             0.87004,             0.01428,           0.0031417,           0.0022919,           0.0048124,           0.0048124,           0.0048124
                 264,            0.018774,           0.0072951,           0.0027082,             0.99692,                   1,               0.995,             0.85778,            0.013551,            0.003184,           0.0022769,           0.0047926,           0.0047926,           0.0047926
                 265,            0.018556,           0.0072006,           0.0024758,             0.99689,                   1,               0.995,             0.84119,            0.015704,           0.0032301,            0.002283,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022135,            0.007157,           0.0024135,             0.99687,                   1,               0.995,             0.87136,            0.012687,           0.0030821,           0.0022794,            0.004753,            0.004753,            0.004753
                 267,            0.019491,           0.0066224,            0.002489,             0.99643,                   1,               0.995,             0.80564,            0.015566,           0.0031849,           0.0022548,           0.0047332,           0.0047332,           0.0047332
                 268,            0.022371,           0.0079673,           0.0024907,             0.99671,                   1,               0.995,             0.88076,            0.013756,           0.0031404,           0.0022435,           0.0047134,           0.0047134,           0.0047134
                 269,            0.020318,           0.0082691,           0.0027399,             0.99639,                   1,               0.995,             0.86105,            0.013458,           0.0031623,           0.0022518,           0.0046936,           0.0046936,           0.0046936
                 270,            0.021259,           0.0069687,           0.0025571,             0.99649,                   1,               0.995,             0.85517,            0.014994,           0.0032248,           0.0022369,           0.0046738,           0.0046738,           0.0046738
                 271,            0.020172,           0.0072243,           0.0024583,             0.99642,                   1,               0.995,             0.85827,              0.0136,           0.0030632,           0.0022685,            0.004654,            0.004654,            0.004654
                 272,            0.020144,           0.0056579,           0.0025813,             0.99653,                   1,               0.995,             0.87669,            0.014408,           0.0030616,           0.0022513,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019642,           0.0062105,           0.0024429,             0.99681,                   1,               0.995,             0.86422,            0.015347,           0.0032274,            0.002257,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020964,            0.006878,           0.0024078,             0.99699,                   1,               0.995,             0.88688,            0.013908,           0.0030734,           0.0022612,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019352,           0.0055652,           0.0025596,             0.99686,                   1,               0.995,                0.85,            0.014785,           0.0032096,           0.0022645,           0.0045748,           0.0045748,           0.0045748
                 276,             0.02024,           0.0075077,           0.0024958,             0.99696,                   1,               0.995,             0.87155,            0.013555,           0.0031585,           0.0022478,            0.004555,            0.004555,            0.004555
                 277,              0.0192,           0.0069388,           0.0024544,             0.99665,                   1,               0.995,             0.78363,              0.0147,            0.003221,           0.0022282,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023441,           0.0075852,           0.0024117,              0.9966,                   1,               0.995,             0.88557,            0.014105,           0.0032109,           0.0022137,           0.0045154,           0.0045154,           0.0045154
                 279,            0.019758,           0.0059428,             0.00236,             0.99595,                   1,               0.995,             0.84067,            0.014426,           0.0031207,           0.0021883,           0.0044956,           0.0044956,           0.0044956
                 280,            0.020671,           0.0058043,           0.0025494,             0.99608,                   1,               0.995,             0.87061,             0.01299,           0.0031153,           0.0021979,           0.0044758,           0.0044758,           0.0044758
                 281,            0.017357,           0.0052563,           0.0022675,             0.99601,                   1,               0.995,             0.87535,            0.014001,           0.0031536,           0.0021783,            0.004456,            0.004456,            0.004456
                 282,            0.020256,           0.0074793,           0.0023793,             0.99622,                   1,               0.995,             0.84364,            0.014514,           0.0031498,           0.0021606,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018606,           0.0052838,           0.0023503,             0.99644,                   1,               0.995,             0.90048,            0.013868,           0.0032037,           0.0021562,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018322,           0.0057921,           0.0024335,              0.9966,                   1,               0.995,             0.80485,            0.015656,           0.0031555,            0.002145,           0.0043966,           0.0043966,           0.0043966
                 285,             0.01872,           0.0078359,           0.0023622,             0.99714,                   1,               0.995,             0.84919,            0.015871,           0.0032784,           0.0021442,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020672,           0.0068339,           0.0023702,             0.99725,                   1,               0.995,             0.80057,            0.013757,           0.0032359,           0.0021299,            0.004357,            0.004357,            0.004357
                 287,            0.019442,           0.0069967,           0.0022451,             0.99728,                   1,               0.995,              0.8093,             0.01629,           0.0034033,           0.0021214,           0.0043372,           0.0043372,           0.0043372
                 288,            0.021854,           0.0067204,           0.0023322,             0.99705,                   1,               0.995,             0.87134,            0.016084,           0.0033853,           0.0020897,           0.0043174,           0.0043174,           0.0043174
                 289,            0.022922,           0.0069545,           0.0024032,             0.99671,                   1,               0.995,             0.86697,            0.013134,           0.0031134,           0.0020895,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017086,           0.0058118,           0.0022336,             0.99693,                   1,               0.995,             0.87993,             0.01358,           0.0030632,           0.0021044,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019699,           0.0077617,           0.0022986,             0.99693,                   1,               0.995,             0.88104,            0.014239,           0.0031659,           0.0021099,            0.004258,            0.004258,            0.004258
                 292,            0.018568,           0.0072643,           0.0022335,             0.99665,                   1,               0.995,             0.88459,            0.012401,           0.0029813,           0.0021193,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016531,           0.0049254,           0.0022961,             0.99646,                   1,               0.995,             0.85336,            0.014673,           0.0031593,           0.0021139,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020702,           0.0074352,           0.0024443,              0.9959,                   1,               0.995,             0.87278,            0.011876,           0.0029562,           0.0021228,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017808,           0.0062284,           0.0024142,             0.99603,                   1,               0.995,              0.8326,            0.015042,           0.0032135,           0.0020942,           0.0041788,           0.0041788,           0.0041788
                 296,            0.019458,           0.0064106,           0.0022774,              0.9962,                   1,               0.995,             0.85777,            0.012558,           0.0029634,           0.0021054,            0.004159,            0.004159,            0.004159
                 297,            0.020213,           0.0064136,           0.0023376,             0.99639,                   1,               0.995,             0.83373,            0.015023,           0.0032849,           0.0020914,           0.0041392,           0.0041392,           0.0041392
                 298,            0.017341,           0.0051188,           0.0021591,             0.99627,                   1,               0.995,             0.87184,            0.013175,           0.0031663,           0.0020792,           0.0041194,           0.0041194,           0.0041194
                 299,             0.01864,             0.00686,           0.0024169,             0.99618,                   1,               0.995,             0.87371,            0.013844,           0.0031086,           0.0020485,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018741,           0.0069329,           0.0022755,             0.99624,                   1,               0.995,             0.84751,            0.013181,           0.0030848,           0.0020495,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017308,           0.0053572,           0.0023641,              0.9962,                   1,               0.995,             0.88125,            0.013619,           0.0030217,           0.0020266,             0.00406,             0.00406,             0.00406
                 302,            0.020749,           0.0072205,           0.0025912,             0.99623,                   1,               0.995,             0.85592,            0.012654,           0.0029582,           0.0020237,           0.0040402,           0.0040402,           0.0040402
                 303,            0.019781,           0.0072834,           0.0024084,             0.99636,                   1,               0.995,             0.87386,            0.012657,           0.0029156,           0.0020143,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019532,            0.008185,           0.0027852,             0.99669,                   1,               0.995,             0.84634,            0.014635,           0.0030925,            0.002027,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017159,           0.0056605,           0.0022164,              0.9968,                   1,               0.995,              0.8878,            0.012313,           0.0030209,           0.0020164,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017888,           0.0055861,           0.0023358,             0.99662,                   1,               0.995,             0.85002,            0.014207,           0.0030669,           0.0020074,            0.003961,            0.003961,            0.003961
                 307,             0.01794,           0.0080414,           0.0022499,             0.99653,                   1,               0.995,             0.86124,            0.012391,           0.0030077,           0.0019903,           0.0039412,           0.0039412,           0.0039412
                 308,            0.017172,           0.0058605,           0.0021093,             0.99672,                   1,               0.995,             0.86874,            0.013189,           0.0030231,           0.0019849,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017594,           0.0069072,           0.0021994,             0.99693,                   1,               0.995,             0.83383,            0.013301,           0.0030929,           0.0019768,           0.0039016,           0.0039016,           0.0039016
                 310,            0.019809,           0.0066099,           0.0021167,             0.99708,                   1,               0.995,             0.87117,            0.012927,           0.0030453,           0.0019826,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017868,           0.0052634,            0.002047,             0.99701,                   1,               0.995,             0.81881,            0.014191,           0.0032502,            0.001969,            0.003862,            0.003862,            0.003862
                 312,            0.017074,           0.0063846,           0.0021346,             0.99699,                   1,               0.995,             0.89782,            0.010826,           0.0029441,            0.001971,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017093,           0.0070882,           0.0022871,             0.99702,                   1,               0.995,             0.84461,            0.013728,           0.0031363,           0.0019555,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018066,           0.0063564,           0.0021495,             0.99705,                   1,               0.995,             0.83834,            0.012624,           0.0031127,           0.0019634,           0.0038026,           0.0038026,           0.0038026
                 315,            0.019219,           0.0072618,           0.0023029,             0.99695,                   1,               0.995,              0.8788,            0.011736,           0.0030254,            0.001963,           0.0037828,           0.0037828,           0.0037828
