               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.019443,           0.0073023,           0.0023792,             0.99699,                   1,               0.995,             0.87539,            0.012389,           0.0030587,           0.0019649,            0.003763,            0.003763,            0.003763
                 317,            0.018276,           0.0060693,           0.0020997,             0.99677,                   1,               0.995,             0.85389,            0.013784,           0.0030921,           0.0019601,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015604,           0.0057563,           0.0021191,             0.99644,                   1,               0.995,              0.9002,            0.012137,           0.0030038,           0.0019588,           0.0037234,           0.0037234,           0.0037234
                 319,            0.017443,           0.0067332,            0.002243,             0.99629,                   1,               0.995,             0.88326,            0.012056,           0.0029739,           0.0019631,           0.0037036,           0.0037036,           0.0037036
                 320,            0.017336,            0.006715,           0.0020742,             0.99658,                   1,               0.995,             0.88228,            0.012367,           0.0030122,           0.0019703,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017869,           0.0070269,           0.0021695,             0.99666,                   1,               0.995,             0.88108,            0.012595,           0.0029902,           0.0019436,            0.003664,            0.003664,            0.003664
                 322,            0.016619,           0.0062809,            0.001998,             0.99677,                   1,               0.995,             0.87974,            0.013049,           0.0029994,           0.0019422,           0.0036442,           0.0036442,           0.0036442
                 323,            0.018382,            0.006928,            0.002057,             0.99682,                   1,               0.995,              0.9016,            0.011613,           0.0028759,            0.001927,           0.0036244,           0.0036244,           0.0036244
                 324,            0.016275,            0.005687,           0.0021677,             0.99688,                   1,               0.995,             0.85867,             0.01269,           0.0029295,           0.0019211,           0.0036046,           0.0036046,           0.0036046
                 325,            0.016235,           0.0053992,           0.0019108,             0.99708,                   1,               0.995,             0.84361,             0.01305,           0.0029235,           0.0018948,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017927,           0.0066582,           0.0020676,             0.99716,                   1,               0.995,              0.8648,             0.01297,           0.0029257,           0.0018875,            0.003565,            0.003565,            0.003565
                 327,            0.017722,           0.0066557,           0.0020633,             0.99712,                   1,               0.995,             0.88323,            0.013101,           0.0028724,           0.0018674,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015447,           0.0075719,           0.0019703,             0.99711,                   1,               0.995,             0.87944,            0.012129,           0.0028445,           0.0018555,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018215,           0.0075505,           0.0020163,             0.99705,                   1,               0.995,             0.89958,            0.011512,           0.0028236,            0.001844,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01763,           0.0056342,           0.0019638,              0.9973,                   1,               0.995,             0.88818,            0.012774,           0.0029435,           0.0018494,           0.0034858,           0.0034858,           0.0034858
                 331,            0.016648,           0.0061185,           0.0018429,             0.99735,                   1,               0.995,              0.8808,            0.011707,           0.0029472,           0.0018406,            0.003466,            0.003466,            0.003466
                 332,            0.017278,           0.0063771,           0.0019816,              0.9972,                   1,               0.995,             0.88437,            0.012995,            0.002975,           0.0018369,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016958,           0.0060497,           0.0018194,             0.99718,                   1,               0.995,             0.86191,             0.01274,           0.0028635,           0.0018392,           0.0034264,           0.0034264,           0.0034264
                 334,            0.019023,           0.0074335,           0.0022289,             0.99743,                   1,               0.995,             0.85579,            0.012673,            0.003019,           0.0018624,           0.0034066,           0.0034066,           0.0034066
                 335,            0.017766,           0.0075704,           0.0020263,             0.99728,                   1,               0.995,             0.86768,            0.010889,           0.0028462,           0.0018703,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016596,           0.0054824,           0.0019595,             0.99717,                   1,               0.995,             0.84481,            0.013513,           0.0030121,           0.0018756,            0.003367,            0.003367,            0.003367
                 337,            0.018498,           0.0065455,           0.0018789,             0.99707,                   1,               0.995,             0.88658,            0.010496,            0.002809,            0.001869,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014582,           0.0050835,           0.0018856,             0.99696,                   1,               0.995,             0.84344,            0.014106,           0.0031338,           0.0018712,           0.0033274,           0.0033274,           0.0033274
                 339,            0.017245,           0.0060708,           0.0018689,             0.99682,                   1,               0.995,             0.88712,            0.012042,           0.0029489,            0.001865,           0.0033076,           0.0033076,           0.0033076
                 340,            0.015721,           0.0060416,           0.0018539,             0.99644,                   1,               0.995,             0.86038,            0.012652,           0.0029758,           0.0018719,           0.0032878,           0.0032878,           0.0032878
                 341,            0.016736,           0.0078584,           0.0019839,             0.99628,                   1,               0.995,             0.86389,            0.011121,           0.0028746,           0.0018624,            0.003268,            0.003268,            0.003268
                 342,            0.019361,           0.0059303,           0.0018686,             0.99631,                   1,               0.995,             0.88293,            0.011172,           0.0028957,           0.0018553,           0.0032482,           0.0032482,           0.0032482
                 343,             0.01593,           0.0066634,           0.0020059,             0.99624,                   1,               0.995,              0.8887,            0.011595,            0.002931,           0.0018526,           0.0032284,           0.0032284,           0.0032284
                 344,            0.015635,           0.0055086,           0.0018811,             0.99611,                   1,               0.995,             0.88212,            0.012078,           0.0029179,           0.0018579,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015846,           0.0052295,           0.0018907,             0.99592,                   1,               0.995,             0.90731,            0.010593,           0.0028472,           0.0018542,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016496,           0.0064144,           0.0019269,               0.996,                   1,               0.995,             0.88917,            0.012418,           0.0029719,           0.0018564,            0.003169,            0.003169,            0.003169
                 347,            0.017145,            0.007196,           0.0019678,               0.996,                   1,               0.995,             0.86022,            0.011372,            0.002892,           0.0018449,           0.0031492,           0.0031492,           0.0031492
                 348,            0.017573,           0.0057515,           0.0019611,             0.99618,                   1,               0.995,             0.90036,            0.011579,            0.002936,           0.0018404,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016644,           0.0059797,           0.0020628,             0.99604,                   1,               0.995,             0.87378,            0.011786,           0.0028687,           0.0018257,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017758,           0.0060318,           0.0021664,             0.99613,                   1,               0.995,             0.90032,            0.010795,           0.0028768,           0.0018232,           0.0030898,           0.0030898,           0.0030898
                 351,            0.014999,           0.0052675,           0.0020126,             0.99638,                   1,               0.995,             0.86684,            0.011693,           0.0029022,           0.0018055,             0.00307,             0.00307,             0.00307
                 352,            0.018529,           0.0068771,           0.0019189,             0.99667,                   1,               0.995,              0.8767,            0.010722,           0.0028813,           0.0017982,           0.0030502,           0.0030502,           0.0030502
                 353,            0.018712,           0.0049217,           0.0019176,             0.99695,                   1,               0.995,             0.85891,            0.013746,           0.0029918,           0.0017744,           0.0030304,           0.0030304,           0.0030304
                 354,            0.014734,           0.0062317,             0.00187,             0.99707,                   1,               0.995,             0.88936,           0.0099158,           0.0027667,           0.0017778,           0.0030106,           0.0030106,           0.0030106
                 355,            0.013534,            0.005152,           0.0017944,             0.99708,                   1,               0.995,             0.90874,            0.010618,           0.0027553,           0.0017664,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015533,           0.0058046,           0.0018246,             0.99729,                   1,               0.995,             0.89192,             0.01068,           0.0028012,           0.0017625,            0.002971,            0.002971,            0.002971
                 357,            0.014993,           0.0065939,           0.0018563,             0.99739,                   1,               0.995,             0.89831,            0.010593,           0.0027995,           0.0017496,           0.0029512,           0.0029512,           0.0029512
                 358,            0.015762,           0.0059967,           0.0018508,             0.99747,                   1,               0.995,             0.89686,            0.011287,           0.0028017,           0.0017463,           0.0029314,           0.0029314,           0.0029314
                 359,            0.017472,           0.0077161,           0.0018263,             0.99745,                   1,               0.995,             0.90616,            0.010762,           0.0028341,           0.0017187,           0.0029116,           0.0029116,           0.0029116
                 360,            0.018128,           0.0069197,           0.0019437,             0.99752,                   1,               0.995,             0.87843,            0.010663,           0.0028369,           0.0017152,           0.0028918,           0.0028918,           0.0028918
                 361,            0.015764,           0.0051134,           0.0018495,              0.9975,                   1,               0.995,             0.89953,             0.01149,            0.002881,           0.0016932,            0.002872,            0.002872,            0.002872
                 362,            0.016378,           0.0063184,           0.0018343,             0.99759,                   1,               0.995,             0.91868,            0.010763,           0.0028306,            0.001695,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014579,           0.0056817,           0.0017484,             0.99764,                   1,               0.995,             0.90694,            0.011882,           0.0030103,           0.0016934,           0.0028324,           0.0028324,           0.0028324
                 364,            0.015881,            0.007018,           0.0018707,             0.99762,                   1,               0.995,             0.89864,            0.010293,           0.0028622,           0.0016935,           0.0028126,           0.0028126,           0.0028126
                 365,            0.015171,           0.0056405,           0.0017186,             0.99755,                   1,               0.995,             0.90867,            0.010566,           0.0028692,           0.0016839,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017105,           0.0067484,           0.0018261,             0.99757,                   1,               0.995,             0.87898,            0.010795,           0.0029336,           0.0016833,            0.002773,            0.002773,            0.002773
                 367,            0.016055,           0.0071884,           0.0017317,             0.99754,                   1,               0.995,             0.91436,            0.010562,           0.0029055,           0.0016676,           0.0027532,           0.0027532,           0.0027532
                 368,            0.013889,           0.0058622,           0.0017143,             0.99743,                   1,               0.995,             0.91219,            0.011341,           0.0028891,           0.0016604,           0.0027334,           0.0027334,           0.0027334
                 369,            0.013179,           0.0058378,           0.0017384,             0.99747,                   1,               0.995,             0.90384,            0.010395,           0.0028448,           0.0016445,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016234,           0.0069773,           0.0018109,             0.99739,                   1,               0.995,              0.8923,            0.010824,           0.0028854,           0.0016445,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01357,           0.0048905,           0.0016873,             0.99733,                   1,               0.995,             0.89596,            0.011314,           0.0030235,           0.0016269,            0.002674,            0.002674,            0.002674
                 372,            0.015512,           0.0076322,           0.0018269,             0.99731,                   1,               0.995,             0.91512,             0.01056,           0.0029419,             0.00162,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014423,            0.006169,            0.001723,             0.99735,                   1,               0.995,             0.90886,            0.010281,           0.0028874,           0.0016021,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013397,           0.0050413,           0.0016449,             0.99729,                   1,               0.995,             0.91088,           0.0098637,            0.002808,           0.0016019,           0.0026146,           0.0026146,           0.0026146
                 375,            0.014543,            0.007143,           0.0017638,             0.99743,                   1,               0.995,             0.91381,            0.010444,           0.0029009,           0.0015885,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016438,           0.0051543,           0.0017482,              0.9974,                   1,               0.995,             0.89909,            0.010197,           0.0028218,           0.0015889,            0.002575,            0.002575,            0.002575
                 377,             0.01323,           0.0060266,           0.0017273,             0.99723,                   1,               0.995,             0.91762,           0.0099571,           0.0027822,           0.0015893,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01483,           0.0062782,           0.0025788,             0.99712,                   1,               0.995,             0.86456,            0.011689,           0.0028558,           0.0015957,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015349,           0.0053273,           0.0018802,             0.99693,                   1,               0.995,             0.92263,           0.0098479,           0.0027617,           0.0015923,           0.0025156,           0.0025156,           0.0025156
                 380,            0.015218,           0.0060915,           0.0017331,             0.99706,                   1,               0.995,             0.87653,            0.011082,           0.0027685,           0.0015906,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015936,           0.0054979,           0.0017563,             0.99709,                   1,               0.995,              0.9073,            0.010245,           0.0027276,           0.0015855,            0.002476,            0.002476,            0.002476
                 382,            0.014526,           0.0054116,           0.0016909,             0.99699,                   1,               0.995,              0.8966,            0.010725,           0.0026812,           0.0015817,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015461,           0.0062027,           0.0016893,             0.99694,                   1,               0.995,             0.91795,            0.010081,           0.0026151,           0.0015751,           0.0024364,           0.0024364,           0.0024364
                 384,            0.014606,           0.0057598,           0.0016721,             0.99674,                   1,               0.995,              0.9019,            0.010814,           0.0026992,           0.0015825,           0.0024166,           0.0024166,           0.0024166
                 385,            0.015343,           0.0070123,           0.0017369,             0.99653,                   1,               0.995,             0.90964,           0.0099332,           0.0025767,            0.001574,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015099,           0.0066224,           0.0017507,             0.99649,                   1,               0.995,             0.85356,            0.012011,           0.0028162,           0.0015713,            0.002377,            0.002377,            0.002377
                 387,            0.015402,           0.0058717,           0.0015991,             0.99656,                   1,               0.995,             0.92038,           0.0094208,           0.0025556,           0.0015538,           0.0023572,           0.0023572,           0.0023572
                 388,            0.014368,           0.0053298,           0.0016835,             0.99671,                   1,               0.995,             0.89818,            0.011452,           0.0027015,           0.0015373,           0.0023374,           0.0023374,           0.0023374
                 389,            0.018403,           0.0064919,           0.0018103,             0.99672,                   1,               0.995,             0.90987,            0.010168,           0.0026163,           0.0015259,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015877,           0.0059315,           0.0018952,             0.99694,                   1,               0.995,             0.91476,            0.010633,           0.0026135,           0.0015236,           0.0022978,           0.0022978,           0.0022978
                 391,            0.013524,           0.0055266,           0.0015915,             0.99699,                   1,               0.995,             0.90655,            0.010236,           0.0026134,           0.0015154,            0.002278,            0.002278,            0.002278
                 392,            0.016889,           0.0082323,           0.0015673,             0.99702,                   1,               0.995,             0.90623,           0.0092516,           0.0025229,           0.0015117,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012961,           0.0049755,           0.0016123,             0.99692,                   1,               0.995,             0.91434,            0.010045,           0.0025915,           0.0014962,           0.0022384,           0.0022384,           0.0022384
                 394,            0.014266,           0.0057114,           0.0015492,             0.99662,                   1,               0.995,             0.91997,           0.0090364,           0.0024902,           0.0014939,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011763,           0.0053217,           0.0015116,              0.9964,                   1,               0.995,             0.92224,           0.0095859,           0.0025236,           0.0014829,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015598,           0.0070068,           0.0016793,             0.99627,                   1,               0.995,             0.90875,           0.0091437,           0.0025317,           0.0014794,            0.002179,            0.002179,            0.002179
                 397,            0.013986,           0.0063353,            0.001683,             0.99654,                   1,               0.995,             0.90455,           0.0097836,           0.0025969,           0.0014696,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014283,           0.0057429,            0.001608,             0.99664,                   1,               0.995,             0.90335,           0.0099122,           0.0026479,           0.0014612,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015951,           0.0061205,           0.0016614,             0.99662,                   1,               0.995,             0.89178,            0.010249,           0.0027075,           0.0014615,           0.0021196,           0.0021196,           0.0021196
                 400,             0.01429,           0.0057975,           0.0016557,             0.99663,                   1,               0.995,             0.91781,           0.0093531,           0.0026829,            0.001461,           0.0020998,           0.0020998,           0.0020998
                 401,            0.014677,           0.0059061,           0.0016243,             0.99668,                   1,               0.995,             0.91605,           0.0095874,           0.0027451,           0.0014531,             0.00208,             0.00208,             0.00208
                 402,            0.014276,           0.0053542,           0.0016101,              0.9967,                   1,               0.995,             0.92114,           0.0097173,           0.0027641,           0.0014414,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013924,            0.006251,           0.0016419,             0.99675,                   1,               0.995,             0.91834,           0.0097379,            0.002728,           0.0014367,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015271,           0.0068705,           0.0015371,             0.99675,                   1,               0.995,             0.92023,           0.0093916,           0.0026414,           0.0014295,           0.0020206,           0.0020206,           0.0020206
                 405,            0.013512,           0.0069113,           0.0015829,             0.99665,                   1,               0.995,             0.91447,           0.0092965,           0.0026138,           0.0014226,           0.0020008,           0.0020008,           0.0020008
                 406,            0.013051,           0.0063012,           0.0015776,             0.99663,                   1,               0.995,             0.92746,           0.0089996,           0.0025499,           0.0014162,            0.001981,            0.001981,            0.001981
                 407,            0.011236,           0.0046915,            0.001414,              0.9968,                   1,               0.995,             0.91282,            0.010441,           0.0026855,           0.0014151,           0.0019612,           0.0019612,           0.0019612
                 408,            0.015025,           0.0077238,           0.0017473,              0.9969,                   1,               0.995,             0.91802,           0.0089954,           0.0025444,           0.0014137,           0.0019414,           0.0019414,           0.0019414
                 409,             0.01427,           0.0053076,           0.0015354,             0.99706,                   1,               0.995,               0.922,            0.009145,            0.002532,            0.001408,           0.0019216,           0.0019216,           0.0019216
                 410,            0.013085,           0.0068386,           0.0015391,             0.99718,                   1,               0.995,             0.88911,            0.011332,           0.0027337,           0.0014016,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015574,           0.0057673,            0.001411,             0.99729,                   1,               0.995,             0.92312,           0.0092044,           0.0025556,           0.0013973,            0.001882,            0.001882,            0.001882
                 412,            0.014188,           0.0065408,           0.0015898,             0.99732,                   1,               0.995,             0.92581,           0.0088528,           0.0025007,           0.0013908,           0.0018622,           0.0018622,           0.0018622
                 413,            0.015386,            0.007826,           0.0014859,             0.99738,                   1,               0.995,             0.90248,           0.0095667,             0.00258,           0.0013838,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015048,           0.0065877,           0.0015112,             0.99735,                   1,               0.995,             0.90457,            0.010204,           0.0025504,           0.0013771,           0.0018226,           0.0018226,           0.0018226
                 415,            0.013295,           0.0055684,            0.001469,             0.99741,                   1,               0.995,             0.90251,           0.0092998,           0.0025574,           0.0013695,           0.0018028,           0.0018028,           0.0018028
                 416,            0.011591,           0.0047696,           0.0014598,             0.99734,                   1,               0.995,             0.89933,            0.010392,            0.002596,           0.0013667,            0.001783,            0.001783,            0.001783
                 417,            0.013531,           0.0057859,           0.0015201,             0.99733,                   1,               0.995,             0.92193,           0.0093043,            0.002571,           0.0013612,           0.0017632,           0.0017632,           0.0017632
                 418,            0.013709,            0.005629,           0.0015019,             0.99736,                   1,               0.995,             0.91819,           0.0095534,           0.0025692,           0.0013566,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013592,           0.0068925,           0.0014142,             0.99743,                   1,               0.995,             0.92422,           0.0095944,           0.0025266,           0.0013535,           0.0017236,           0.0017236,           0.0017236
                 420,            0.015067,           0.0045183,           0.0014404,             0.99731,                   1,               0.995,             0.91229,           0.0088689,           0.0024924,           0.0013508,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014339,           0.0065929,           0.0014669,             0.99707,                   1,               0.995,             0.92542,           0.0087117,           0.0024725,           0.0013469,            0.001684,            0.001684,            0.001684
                 422,            0.014469,           0.0042618,           0.0013824,             0.99698,                   1,               0.995,             0.91906,           0.0096899,           0.0025545,             0.00134,           0.0016642,           0.0016642,           0.0016642
                 423,            0.013391,           0.0056216,           0.0014604,             0.99716,                   1,               0.995,             0.92752,           0.0082938,           0.0024567,           0.0013399,           0.0016444,           0.0016444,           0.0016444
                 424,            0.013076,           0.0051796,           0.0014566,             0.99703,                   1,               0.995,             0.91665,           0.0093956,           0.0025601,            0.001334,           0.0016246,           0.0016246,           0.0016246
                 425,             0.01402,           0.0064004,           0.0014534,             0.99694,                   1,               0.995,             0.91896,           0.0086246,           0.0024517,           0.0013336,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01308,           0.0048345,            0.001376,             0.99689,                   1,               0.995,             0.93743,           0.0085403,           0.0024552,           0.0013296,            0.001585,            0.001585,            0.001585
                 427,            0.013859,           0.0062778,           0.0014702,             0.99681,                   1,               0.995,             0.92025,           0.0086988,           0.0024884,            0.001327,           0.0015652,           0.0015652,           0.0015652
                 428,             0.01268,           0.0062548,           0.0014259,             0.99688,                   1,               0.995,             0.93779,           0.0082755,           0.0024441,             0.00132,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013555,             0.00533,           0.0014336,             0.99694,                   1,               0.995,             0.92691,           0.0086371,           0.0024977,           0.0013169,           0.0015256,           0.0015256,           0.0015256
                 430,            0.012946,           0.0061415,           0.0014617,               0.997,                   1,               0.995,             0.92048,           0.0086603,           0.0025475,           0.0013048,           0.0015058,           0.0015058,           0.0015058
                 431,              0.0123,            0.004478,           0.0013849,              0.9971,                   1,               0.995,             0.91989,           0.0085843,           0.0025293,           0.0013031,            0.001486,            0.001486,            0.001486
                 432,            0.014572,           0.0067165,           0.0014529,             0.99716,                   1,               0.995,             0.92416,           0.0086311,           0.0025133,           0.0012951,           0.0014662,           0.0014662,           0.0014662
                 433,            0.013371,            0.005833,           0.0013913,             0.99716,                   1,               0.995,             0.91429,           0.0086022,           0.0025621,           0.0012929,           0.0014464,           0.0014464,           0.0014464
                 434,            0.014786,           0.0077044,           0.0014491,             0.99705,                   1,               0.995,             0.94666,           0.0082888,           0.0025456,           0.0012848,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012675,            0.005728,           0.0014097,             0.99702,                   1,               0.995,             0.92455,           0.0082821,            0.002539,           0.0012782,           0.0014068,           0.0014068,           0.0014068
                 436,             0.01334,           0.0047702,           0.0013616,             0.99701,                   1,               0.995,             0.92563,           0.0093448,            0.002652,           0.0012728,            0.001387,            0.001387,            0.001387
                 437,            0.012183,           0.0058305,           0.0013987,               0.997,                   1,               0.995,             0.90476,           0.0096235,            0.002671,           0.0012667,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013305,           0.0054402,           0.0014541,             0.99689,                   1,               0.995,             0.91008,           0.0090996,           0.0026771,           0.0012627,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013103,           0.0062694,           0.0015782,             0.99685,                   1,               0.995,             0.92331,           0.0081705,           0.0025664,           0.0012628,           0.0013276,           0.0013276,           0.0013276
                 440,            0.012981,           0.0051917,           0.0013953,             0.99677,                   1,               0.995,             0.91834,           0.0083502,           0.0025925,           0.0012601,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010715,           0.0054686,           0.0012673,             0.99687,                   1,               0.995,             0.93427,           0.0083272,           0.0025725,           0.0012564,            0.001288,            0.001288,            0.001288
                 442,            0.012992,           0.0061292,           0.0015124,             0.99679,                   1,               0.995,             0.93353,           0.0086627,           0.0026133,           0.0012523,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011268,           0.0060189,            0.001287,             0.99679,                   1,               0.995,             0.94133,           0.0080261,           0.0025177,           0.0012487,           0.0012484,           0.0012484,           0.0012484
                 444,            0.010496,           0.0046776,           0.0012796,              0.9968,                   1,               0.995,              0.9372,            0.008146,            0.002542,           0.0012457,           0.0012286,           0.0012286,           0.0012286
                 445,            0.011519,           0.0050694,           0.0012878,             0.99688,                   1,               0.995,             0.94339,             0.00796,           0.0025454,           0.0012406,           0.0012088,           0.0012088,           0.0012088
                 446,            0.013026,           0.0061142,           0.0019283,             0.99678,                   1,               0.995,              0.9439,           0.0085639,           0.0025687,           0.0012334,            0.001189,            0.001189,            0.001189
                 447,            0.010662,           0.0043532,           0.0012094,             0.99686,                   1,               0.995,             0.93831,           0.0084767,           0.0025721,           0.0012266,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01225,           0.0056638,           0.0013618,             0.99687,                   1,               0.995,             0.94457,           0.0078202,           0.0025257,            0.001221,           0.0011494,           0.0011494,           0.0011494
                 449,            0.013345,           0.0068966,           0.0012951,             0.99673,                   1,               0.995,             0.92595,            0.008511,           0.0026058,           0.0012103,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011258,           0.0056514,           0.0012471,             0.99684,                   1,               0.995,             0.92278,           0.0081019,           0.0025393,           0.0012022,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011495,           0.0058778,           0.0014098,              0.9967,                   1,               0.995,             0.92288,           0.0084236,           0.0025917,           0.0011967,             0.00109,             0.00109,             0.00109
                 452,            0.013153,           0.0050418,           0.0013556,             0.99675,                   1,               0.995,             0.93092,           0.0084858,           0.0025476,           0.0011962,           0.0010702,           0.0010702,           0.0010702
                 453,             0.01113,           0.0043573,            0.001178,             0.99677,                   1,               0.995,             0.92502,           0.0083345,           0.0025421,           0.0011889,           0.0010504,           0.0010504,           0.0010504
                 454,            0.012535,             0.00514,           0.0012979,              0.9967,                   1,               0.995,             0.92849,           0.0084089,           0.0025364,            0.001181,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011254,           0.0065583,           0.0013905,             0.99667,                   1,               0.995,             0.92915,           0.0079955,           0.0025098,           0.0011752,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0099133,           0.0040921,           0.0012071,             0.99678,                   1,               0.995,             0.93692,           0.0081907,           0.0025472,           0.0011711,            0.000991,            0.000991,            0.000991
                 457,            0.011172,           0.0060069,           0.0014077,             0.99694,                   1,               0.995,             0.93611,            0.008295,            0.002543,           0.0011626,           0.0009712,           0.0009712,           0.0009712
                 458,            0.012522,           0.0061543,           0.0012503,             0.99704,                   1,               0.995,             0.94504,           0.0083523,           0.0025924,            0.001154,           0.0009514,           0.0009514,           0.0009514
                 459,            0.012102,           0.0062235,           0.0012281,             0.99711,                   1,               0.995,             0.93755,           0.0080565,           0.0025687,           0.0011481,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013013,           0.0071324,           0.0012998,             0.99712,                   1,               0.995,             0.92776,           0.0080722,           0.0025668,           0.0011381,           0.0009118,           0.0009118,           0.0009118
                 461,              0.0128,           0.0051719,           0.0011892,             0.99713,                   1,               0.995,             0.93445,           0.0081361,           0.0025722,           0.0011334,            0.000892,            0.000892,            0.000892
                 462,            0.010335,           0.0051241,           0.0012282,             0.99712,                   1,               0.995,             0.92844,           0.0080099,           0.0025387,           0.0011257,           0.0008722,           0.0008722,           0.0008722
                 463,            0.011866,           0.0056527,           0.0012423,             0.99719,                   1,               0.995,             0.93429,           0.0080901,           0.0025634,           0.0011207,           0.0008524,           0.0008524,           0.0008524
                 464,            0.012195,           0.0056843,           0.0013619,             0.99723,                   1,               0.995,             0.93387,           0.0079943,           0.0025525,           0.0011199,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010292,           0.0050095,           0.0011942,             0.99722,                   1,               0.995,             0.93153,           0.0078832,           0.0025261,           0.0011155,           0.0008128,           0.0008128,           0.0008128
                 466,            0.011771,           0.0056777,           0.0012037,              0.9973,                   1,               0.995,             0.94373,           0.0078277,           0.0025207,           0.0011077,            0.000793,            0.000793,            0.000793
                 467,            0.012362,           0.0068034,           0.0012746,             0.99725,                   1,               0.995,             0.94423,           0.0076593,           0.0024803,            0.001104,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012114,           0.0067287,           0.0012428,             0.99716,                   1,               0.995,             0.94803,           0.0076199,            0.002449,           0.0010995,           0.0007534,           0.0007534,           0.0007534
                 469,            0.014045,           0.0056838,           0.0012629,             0.99714,                   1,               0.995,             0.93957,           0.0080634,           0.0025189,           0.0010984,           0.0007336,           0.0007336,           0.0007336
                 470,            0.015208,           0.0060629,           0.0021431,              0.9972,                   1,               0.995,             0.93291,           0.0077224,           0.0024905,           0.0010949,           0.0007138,           0.0007138,           0.0007138
                 471,            0.010354,            0.004283,           0.0011518,              0.9972,                   1,               0.995,             0.94476,           0.0077431,           0.0024884,           0.0010892,            0.000694,            0.000694,            0.000694
                 472,            0.012527,           0.0061222,           0.0013119,              0.9972,                   1,               0.995,             0.94166,           0.0075691,           0.0024693,           0.0010831,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012683,           0.0048333,           0.0011923,             0.99719,                   1,               0.995,             0.93954,           0.0077557,           0.0024978,           0.0010797,           0.0006544,           0.0006544,           0.0006544
                 474,            0.010015,           0.0047347,           0.0012224,             0.99717,                   1,               0.995,             0.93751,           0.0076606,           0.0024805,           0.0010761,           0.0006346,           0.0006346,           0.0006346
                 475,            0.010661,           0.0051024,           0.0011714,             0.99716,                   1,               0.995,             0.94348,           0.0075208,            0.002423,           0.0010705,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012404,           0.0044232,           0.0012292,             0.99717,                   1,               0.995,               0.952,           0.0074808,           0.0023946,           0.0010656,            0.000595,            0.000595,            0.000595
                 477,            0.011911,            0.007819,           0.0012356,             0.99718,                   1,               0.995,              0.9504,           0.0074309,           0.0023729,           0.0010621,           0.0005752,           0.0005752,           0.0005752
